device_id,type,type_specific,size_inch,size_cm2,screen_body_ratio,resolution_pixel,resolution_p_width,resolution_p_lenght,resolution_ppi,resolution_ratio
10399,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
10461,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10415,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10398,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
10361,OLED,OLED,6.67,109.2,89.5,1080 x 2340,1080.0,2340.0,386.0,5:9
10349,AMOLED,AMOLED,6.67,107.4,87.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10350,AMOLED,AMOLED,6.67,107.4,82.4,1080 x 2400,1080.0,2400.0,395.0,20:9
10318,IPS,IPS LCD,6.67,107.4,84.5,1080 x 2400,1080.0,2400.0,395.0,20:9
10279,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
10277,IPS,IPS LCD,6.53,102.9,81.0,720 x 1600,720.0,1600.0,269.0,20:9
10278,IPS,IPS LCD,6.53,102.9,81.1,720 x 1600,720.0,1600.0,269.0,20:9
10233,IPS,IPS LCD,6.53,104.7,83.2,1080 x 2340,1080.0,2340.0,395.0,5:9
10267,AMOLED,AMOLED,6.57,104.2,83.7,1080 x 2400,1080.0,2400.0,401.0,20:9
10266,AMOLED,AMOLED,6.57,104.2,83.7,1080 x 2400,1080.0,2400.0,401.0,20:9
10202,IPS,IPS LCD,6.53,104.7,83.5,1080 x 2340,1080.0,2340.0,395.0,5:9
10200,IPS,IPS LCD,6.67,107.4,84.8,1080 x 2400,1080.0,2400.0,395.0,20:9
10220,AMOLED,Super AMOLED,6.67,107.4,87.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10235,IPS,IPS LCD,6.67,107.4,84.8,1080 x 2400,1080.0,2400.0,395.0,20:9
10217,IPS,IPS LCD,6.67,107.4,84.5,1080 x 2400,1080.0,2400.0,395.0,20:9
10192,IPS,IPS LCD,6.53,104.7,83.5,1080 x 2340,1080.0,2340.0,395.0,5:9
10183,AMOLED,AMOLED,6.47,102.8,87.8,1080 x 2340,1080.0,2340.0,398.0,5:9
10207,AMOLED,Super AMOLED,6.57,104.2,85.0,1080 x 2400,1080.0,2400.0,401.0,20:9
10159,AMOLED,AMOLED,6.57,104.2,85.1,1080 x 2400,1080.0,2400.0,401.0,20:9
10150,AMOLED,Super AMOLED,6.67,107.4,87.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10140,AMOLED,Super AMOLED,6.67,107.4,87.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10147,IPS,IPS LCD,6.67,107.4,84.5,1080 x 2400,1080.0,2400.0,395.0,20:9
10126,IPS,IPS LCD,6.67,107.4,84.6,1080 x 2400,1080.0,2400.0,395.0,20:9
10120,IPS,IPS LCD,6.67,107.4,84.5,1080 x 2400,1080.0,2400.0,395.0,20:9
10109,AMOLED,AMOLED,7.1,123.7,83.6,1440 x 3120,1440.0,3120.0,484.0,5:9
10110,AMOLED,AMOLED,6.67,107.4,82.4,1080 x 2400,1080.0,2400.0,395.0,20:9
10055,AMOLED,Super AMOLED,6.67,109.2,89.8,1080 x 2340,1080.0,2340.0,386.0,5:9
10082,AMOLED,Super AMOLED,6.67,109.2,89.8,1080 x 2340,1080.0,2340.0,386.0,5:9
10169,IPS,IPS LCD,6.22,96.6,81.8,720 x 1520,720.0,1520.0,270.0,19:9
10078,IPS,IPS LCD,6.22,96.6,81.8,720 x 1520,720.0,1520.0,270.0,19:9
9991,IPS,IPS LCD,6.67,107.4,84.8,1080 x 2400,1080.0,2400.0,395.0,20:9
9979,IPS,IPS LCD,6.67,107.4,84.8,1080 x 2400,1080.0,2400.0,395.0,20:9
9946,IPS,IPS LCD,6.3,97.4,80.2,1080 x 2340,1080.0,2340.0,409.0,5:9
9945,AMOLED,AMOLED,6.47,102.8,87.8,1080 x 2340,1080.0,2340.0,398.0,5:9
9936,AMOLED,AMOLED,6.47,102.8,87.8,1080 x 2340,1080.0,2340.0,398.0,5:9
9935,AMOLED,AMOLED,6.47,102.8,87.8,1080 x 2340,1080.0,2340.0,398.0,5:9
9800,IPS,IPS LCD,6.22,96.6,81.8,720 x 1520,720.0,1520.0,270.0,19:9
9897,IPS,IPS LCD,6.22,96.6,81.8,720 x 1520,720.0,1520.0,270.0,19:9
9892,AMOLED,Super AMOLED,6.39,100.2,85.5,1080 x 2340,1080.0,2340.0,403.0,5:9
9891,AMOLED,Super AMOLED,6.39,100.2,85.5,1080 x 2340,1080.0,2340.0,403.0,5:9
9884,AMOLED,Super AMOLED,6.39,100.2,86.1,1080 x 2340,1080.0,2340.0,403.0,5:9
9862,AMOLED,Super AMOLED,6.39,100.2,85.8,1080 x 2340,1080.0,2340.0,403.0,5:9
9812,IPS,IPS LCD,6.53,104.7,84.9,1080 x 2340,1080.0,2340.0,395.0,5:9
9779,AMOLED,AMOLED,6.39,100.2,81.7,1080 x 2340,1080.0,2340.0,403.0,5:9
9769,AMOLED,Super AMOLED,6.09,91.0,82.5,720 x 1560,720.0,1560.0,282.0,5:9
9716,IPS,IPS LCD,5.45,76.7,74.4,720 x 1440,720.0,1440.0,295.0,18:9
9759,AMOLED,Super AMOLED,6.01,88.7,80.3,720 x 1560,720.0,1560.0,286.0,5:9
9749,AMOLED,Super AMOLED,6.39,100.2,85.8,1080 x 2340,1080.0,2340.0,403.0,5:9
9791,AMOLED,Super AMOLED,6.39,100.2,86.1,1080 x 2340,1080.0,2340.0,403.0,5:9
9738,AMOLED,AMOLED,6.39,100.2,86.1,1080 x 2340,1080.0,2340.0,403.0,5:9
9720,AMOLED,Super AMOLED,6.39,100.2,86.1,1080 x 2340,1080.0,2340.0,403.0,5:9
9708,AMOLED,Super AMOLED,6.39,100.2,86.1,1080 x 2340,1080.0,2340.0,403.0,5:9
9707,IPS,IPS LCD,6.3,97.4,81.4,1080 x 2340,1080.0,2340.0,409.0,5:9
9639,AMOLED,AMOLED,6.39,100.2,81.7,1080 x 2340,1080.0,2340.0,403.0,5:9
9498,IPS,IPS LCD,6.26,97.8,81.5,720 x 1520,720.0,1520.0,269.0,19:9
9521,IPS,IPS LCD,6.3,97.4,81.4,1080 x 2340,1080.0,2340.0,409.0,5:9
9602,AMOLED,Super AMOLED,6.39,100.2,85.0,1080 x 2340,1080.0,2340.0,403.0,5:9
9584,AMOLED,Super AMOLED,6.39,100.2,85.2,1080 x 2340,1080.0,2340.0,403.0,5:9
9583,AMOLED,Super AMOLED,5.97,87.5,84.1,1080 x 2340,1080.0,2340.0,432.0,5:9
9507,AMOLED,Super AMOLED,6.39,100.2,85.2,1080 x 2340,1080.0,2340.0,403.0,5:9
9534,IPS,IPS LCD,5.0,68.0,69.1,720 x 1280,720.0,1280.0,296.0,16:9
9513,IPS,IPS LCD,6.3,97.4,81.4,1080 x 2340,1080.0,2340.0,409.0,5:9
9499,IPS,IPS LCD,5.84,85.1,80.1,1080 x 2280,1080.0,2280.0,432.0,19:9
9382,AMOLED,AMOLED,6.01,93.2,77.5,1080 x 2160,1080.0,2160.0,402.0,18:9
9378,AMOLED,Super AMOLED,6.39,100.2,85.0,1080 x 2340,1080.0,2340.0,403.0,5:9
9333,IPS,IPS LCD,6.26,97.8,81.1,1080 x 2280,1080.0,2280.0,403.0,19:9
9329,IPS,IPS LCD,6.26,97.8,82.5,1080 x 2280,1080.0,2280.0,403.0,19:9
9293,IPS,IPS LCD,6.18,96.2,82.2,1080 x 2246,1080.0,2246.0,403.0,7:9
9140,IPS,IPS LCD,5.99,92.6,77.4,1080 x 2160,1080.0,2160.0,403.0,18:9
9247,IPS,IPS LCD,5.84,85.1,79.5,1080 x 2280,1080.0,2280.0,432.0,19:9
8963,IPS,IPS LCD,6.9,122.9,79.8,1080 x 2160,1080.0,2160.0,350.0,18:9
9249,IPS,IPS LCD,8.0,185.6,77.1,1200 x 1920,1200.0,1920.0,283.0,16:10
9237,IPS,IPS LCD,5.45,76.7,72.7,720 x 1440,720.0,1440.0,295.0,18:9
9217,IPS,IPS LCD,5.45,76.7,72.7,720 x 1440,720.0,1440.0,295.0,18:9
9219,AMOLED,Super AMOLED,5.88,87.6,81.3,1080 x 2244,1080.0,2244.0,423.0,7:9
9185,IPS,IPS LCD,5.99,92.6,74.5,720 x 1440,720.0,1440.0,269.0,18:9
9067,IPS,IPS LCD,5.99,92.6,81.9,1080 x 2160,1080.0,2160.0,403.0,18:9
9120,IPS,IPS LCD,5.99,92.6,77.4,1080 x 2160,1080.0,2160.0,403.0,18:9
8893,IPS,IPS LCD,5.99,92.6,77.4,1080 x 2160,1080.0,2160.0,403.0,18:9
9164,IPS,IPS LCD,5.99,92.6,76.0,1080 x 2160,1080.0,2160.0,403.0,18:9
8959,IPS,IPS LCD,5.99,92.6,77.4,1080 x 2160,1080.0,2160.0,403.0,18:9
8768,IPS,IPS LCD,5.7,83.8,75.9,720 x 1440,720.0,1440.0,282.0,18:9
8898,IPS,IPS LCD,5.0,68.0,69.1,720 x 1280,720.0,1280.0,296.0,16:9
8753,IPS,IPS LCD,5.5,83.4,71.5,720 x 1280,720.0,1280.0,267.0,16:9
8818,IPS,IPS LCD,5.5,83.4,71.5,720 x 1280,720.0,1280.0,267.0,16:9
8707,IPS,IPS LCD,5.5,83.4,73.8,1080 x 1920,1080.0,1920.0,401.0,16:9
8529,IPS,IPS LCD,5.99,92.6,80.8,1080 x 2160,1080.0,2160.0,403.0,18:9
8776,IPS,IPS LCD,5.5,82.6,70.1,1080 x 1920,1080.0,1920.0,403.0,16:9
8582,IPS,IPS LCD,6.44,114.3,74.0,1080 x 1920,1080.0,1920.0,342.0,16:9
8608,IPS,IPS LCD,5.0,68.9,70.7,720 x 1280,720.0,1280.0,294.0,16:9
8477,IPS,IPS LCD,7.9,190.9,71.8,1536 x 2048,1536.0,2048.0,326.0,4:3
8439,IPS,IPS LCD,5.15,73.1,72.6,1080 x 1920,1080.0,1920.0,428.0,16:9
8580,IPS,IPS LCD,5.5,83.4,72.7,1080 x 1920,1080.0,1920.0,401.0,16:9
8531,IPS,IPS LCD,5.5,83.4,72.7,1080 x 1920,1080.0,1920.0,401.0,16:9
8420,IPS,IPS LCD,5.0,68.0,69.0,720 x 1280,720.0,1280.0,296.0,16:9
8419,IPS,IPS LCD,5.0,68.0,69.1,720 x 1280,720.0,1280.0,296.0,16:9
8263,IPS,IPS LCD,5.0,68.9,70.1,1080 x 1920,1080.0,1920.0,441.0,16:9
8400,IPS,IPS LCD,6.4,108.7,83.6,1080 x 2040,1080.0,2040.0,362.0,17:9
8014,AMOLED,AMOLED,5.7,89.6,74.2,1080 x 1920,1080.0,1920.0,386.0,16:9
8350,IPS,IPS LCD,5.7,89.6,74.6,1080 x 1920,1080.0,1920.0,386.0,16:9
7260,IPS,IPS LCD,5.15,73.1,71.4,1080 x 1920,1080.0,1920.0,428.0,16:9
8291,IPS,IPS LCD,5.5,83.4,72.7,1080 x 1920,1080.0,1920.0,401.0,16:9
8233,AMOLED,AMOLED,5.5,83.4,72.2,1080 x 1920,1080.0,1920.0,401.0,16:9
8212,IPS,IPS LCD,5.0,68.9,71.1,720 x 1280,720.0,1280.0,294.0,16:9
8250,IPS,IPS LCD,5.0,68.9,71.1,720 x 1280,720.0,1280.0,294.0,16:9
8150,IPS,IPS LCD,5.0,68.9,71.1,720 x 1280,720.0,1280.0,294.0,16:9
8007,IPS,IPS LCD,5.0,68.9,71.1,720 x 1280,720.0,1280.0,294.0,16:9
7962,IPS,IPS LCD,5.0,68.9,69.9,1080 x 1920,1080.0,1920.0,441.0,16:9
7863,IPS,IPS LCD,5.5,82.6,72.4,1080 x 1920,1080.0,1920.0,403.0,16:9
7862,IPS,IPS LCD,5.0,68.9,71.1,720 x 1280,720.0,1280.0,294.0,16:9
7822,IPS,IPS LCD,5.5,83.4,68.8,720 x 1280,720.0,1280.0,267.0,16:9
7769,IPS,IPS LCD,5.5,82.6,72.4,1080 x 1920,1080.0,1920.0,403.0,16:9
7512,IPS,IPS LCD,5.0,68.9,71.7,1080 x 1920,1080.0,1920.0,441.0,16:9
6992,IPS,IPS LCD,5.5,82.6,71.5,1080 x 1920,1080.0,1920.0,403.0,16:9
7710,IPS,IPS LCD,4.7,60.9,67.8,720 x 1280,720.0,1280.0,312.0,16:9
7480,IPS,IPS LCD,4.7,60.9,67.8,720 x 1280,720.0,1280.0,312.0,16:9
7211,IPS,IPS LCD,5.0,68.9,71.7,1080 x 1920,1080.0,1920.0,441.0,16:9
6952,IPS,IPS LCD,5.7,89.6,74.4,1440 x 2560,1440.0,2560.0,515.0,16:9
6944,IPS,IPS LCD,5.7,89.6,74.4,1080 x 1920,1080.0,1920.0,386.0,16:9
7159,IPS,IPS LCD,4.7,60.9,67.6,720 x 1280,720.0,1280.0,312.0,16:9
6884,IPS,IPS LCD,4.7,60.9,67.6,720 x 1280,720.0,1280.0,312.0,16:9
6866,IPS,IPS LCD,5.0,68.9,72.3,1080 x 1920,1080.0,1920.0,441.0,16:9
6561,IPS,IPS LCD,5.5,83.4,68.8,720 x 1280,720.0,1280.0,267.0,16:9
6518,IPS,IPS LCD,5.0,68.9,72.3,1080 x 1920,1080.0,1920.0,441.0,16:9
6365,IPS,IPS LCD,7.9,190.9,69.8,1536 x 2048,1536.0,2048.0,326.0,4:3
6217,IPS,IPS LCD,5.5,83.4,68.8,720 x 1280,720.0,1280.0,267.0,16:9
5678,IPS,IPS LCD,5.0,68.9,65.0,1080 x 1920,1080.0,1920.0,441.0,16:9
6373,IPS,IPS LCD,4.7,60.9,64.4,720 x 1280,720.0,1280.0,312.0,16:9
5609,IPS,IPS LCD,4.7,60.9,64.4,720 x 1280,720.0,1280.0,312.0,16:9
5397,IPS,IPS LCD,4.3,51.0,65.2,720 x 1280,720.0,1280.0,342.0,16:9
4928,IPS,IPS LCD,4.3,51.0,65.2,720 x 1280,720.0,1280.0,342.0,16:9
4929,TFT,TFT,4.0,44.1,56.0,480 x 854,480.0,854.0,245.0,16:9
12751,AMOLED,AMOLED,6.8,111.6,89.1,1116 x 2480,1116.0,2480.0,400.0,20:9
12708,AMOLED,AMOLED,6.8,111.6,89.1,1116 x 2480,1116.0,2480.0,400.0,20:9
12712,IPS,IPS LCD,6.6,104.9,83.6,1080 x 2408,1080.0,2408.0,400.0,20:9
12613,AMOLED,AMOLED,6.67,107.4,91.1,1080 x 2400,1080.0,2400.0,395.0,20:9
12612,IPS,IPS LCD,6.6,104.6,83.3,720 x 1612,720.0,1612.0,267.0,20:9
12611,IPS,IPS LCD,6.52,102.6,83.5,720 x 1600,720.0,1600.0,269.0,20:9
12435,IPS,IPS LCD,6.6,104.9,85.5,1080 x 2408,1080.0,2408.0,400.0,20:9
12428,AMOLED,AMOLED,6.8,111.6,89.3,1260 x 2800,1260.0,2800.0,452.0,20:9
12399,AMOLED,AMOLED,6.8,111.6,89.1,1116 x 2480,1116.0,2480.0,400.0,20:9
12398,AMOLED,AMOLED,6.8,111.6,89.1,1116 x 2480,1116.0,2480.0,400.0,20:9
12455,IPS,IPS LCD,6.75,110.0,84.5,720 x 1600,720.0,1600.0,260.0,20:9
12157,AMOLED,AMOLED,6.8,111.6,89.3,1116 x 2480,1116.0,2480.0,400.0,20:9
12096,IPS,IPS LCD,6.6,104.9,87.0,1080 x 2408,1080.0,2408.0,400.0,20:9
12042,AMOLED,AMOLED,6.8,111.6,89.1,1116 x 2480,1116.0,2480.0,400.0,20:9
12015,AMOLED,AMOLED,6.8,111.6,89.1,1116 x 2480,1116.0,2480.0,400.0,20:9
12006,AMOLED,AMOLED,6.67,107.4,86.7,1080 x 2400,1080.0,2400.0,395.0,20:9
12005,AMOLED,AMOLED,6.8,111.6,92.9,1116 x 2480,1116.0,2480.0,400.0,20:9
11944,AMOLED,AMOLED,6.67,107.4,86.7,1080 x 2400,1080.0,2400.0,395.0,20:9
11917,AMOLED,AMOLED,6.67,107.4,86.7,1080 x 2400,1080.0,2400.0,395.0,20:9
11698,AMOLED,AMOLED,6.67,107.4,90.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11649,AMOLED,AMOLED,6.8,111.6,87.1,1080 x 2400,1080.0,2400.0,387.0,20:9
11664,AMOLED,AMOLED,6.8,111.6,83.6,1080 x 2400,1080.0,2400.0,387.0,20:9
11660,AMOLED,AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11958,IPS,IPS LCD,6.52,102.6,82.9,720 x 1600,720.0,1600.0,269.0,20:9
11612,IPS,IPS LCD,6.75,110.0,84.5,1080 x 2400,1080.0,2400.0,390.0,20:9
11611,IPS,IPS LCD,6.52,102.6,78.8,720 x 1600,720.0,1600.0,269.0,20:9
11516,AMOLED,AMOLED,6.67,107.4,90.4,1080 x 2400,1080.0,2400.0,395.0,20:9
11379,AMOLED,AMOLED,6.67,107.4,91.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11579,IPS,IPS LCD,6.75,110.0,84.5,720 x 1600,720.0,1600.0,260.0,20:9
11364,AMOLED,AMOLED,6.8,111.6,87.1,1080 x 2400,1080.0,2400.0,387.0,20:9
11363,AMOLED,AMOLED,6.8,111.6,83.6,1080 x 2400,1080.0,2400.0,387.0,20:9
11700,IPS,IPS LCD,6.52,102.6,82.6,720 x 1600,720.0,1600.0,269.0,20:9
11243,AMOLED,AMOLED,6.67,107.4,86.0,1080 x 2400,1080.0,2400.0,395.0,20:9
11240,IPS,IPS LCD,6.52,102.6,82.6,720 x 1600,720.0,1600.0,269.0,20:9
11946,TFT,TFT LCD,5.0,64.5,69.6,480 x 960,480.0,960.0,215.0,18:9
11203,TFT,TFT LCD,5.0,64.5,69.5,480 x 960,480.0,960.0,215.0,18:9
11083,AMOLED,AMOLED,6.8,111.6,85.1,1080 x 2400,1080.0,2400.0,387.0,20:9
11082,AMOLED,AMOLED,6.8,111.6,85.1,1080 x 2400,1080.0,2400.0,387.0,20:9
11009,IPS,IPS LCD,6.67,107.4,83.3,1080 x 2400,1080.0,2400.0,395.0,20:9
10929,AMOLED,AMOLED,6.67,107.4,87.5,1080 x 2400,1080.0,2400.0,395.0,20:9
10914,AMOLED,AMOLED,6.67,107.4,90.9,1080 x 2400,1080.0,2400.0,395.0,20:9
10885,IPS,IPS LCD,6.52,102.6,81.4,720 x 1600,720.0,1600.0,269.0,20:9
10837,AMOLED,AMOLED,6.67,107.4,91.1,1080 x 2400,1080.0,2400.0,395.0,20:9
10858,AMOLED,AMOLED,6.67,107.4,87.2,1080 x 2400,1080.0,2400.0,395.0,20:9
10798,AMOLED,AMOLED,6.67,107.4,87.4,1080 x 2400,1080.0,2400.0,395.0,20:9
10820,IPS,IPS LCD,6.67,107.4,85.3,1080 x 2400,1080.0,2400.0,395.0,20:9
10821,IPS,IPS LCD,6.67,107.4,84.1,1080 x 2400,1080.0,2400.0,395.0,20:9
10772,AMOLED,AMOLED,6.8,111.6,85.1,1080 x 2400,1080.0,2400.0,387.0,20:9
10706,IPS,IPS LCD,6.5,103.7,83.2,1080 x 2340,1080.0,2340.0,396.0,5:9
10613,AMOLED,AMOLED,6.47,102.8,87.9,1080 x 2340,1080.0,2340.0,398.0,5:9
10614,IPS,IPS LCD,6.53,104.7,84.3,1080 x 2340,1080.0,2340.0,395.0,5:9
10571,IPS,IPS LCD,6.5,103.7,81.4,720 x 1560,720.0,1560.0,264.0,5:9
10567,IPS,IPS LCD,6.52,102.6,81.6,720 x 1600,720.0,1600.0,269.0,20:9
11728,IPS,IPS LCD,5.5,78.1,75.3,720 x 1440,720.0,1440.0,293.0,18:9
11197,IPS,IPS LCD,6.09,91.0,80.0,720 x 1560,720.0,1560.0,282.0,5:9
11729,IPS,IPS LCD,5.0,64.5,69.3,480 x 960,480.0,960.0,215.0,18:9
11723,TFT,TFT LCD,5.45,76.7,73.4,720 x 1440,720.0,1440.0,295.0,18:9
10339,AMOLED,AMOLED,6.65,108.6,82.5,1080 x 2340,1080.0,2340.0,388.0,5:9
10282,AMOLED,AMOLED,6.65,108.6,80.5,1080 x 2340,1080.0,2340.0,388.0,5:9
10281,IPS,IPS LCD,6.53,104.7,84.3,1080 x 2340,1080.0,2340.0,395.0,5:9
11725,IPS,IPS LCD,5.5,78.1,86.9,720 x 1440,720.0,1440.0,293.0,18:9
11724,IPS,IPS LCD,5.45,76.7,73.9,720 x 1440,720.0,1440.0,295.0,18:9
10193,AMOLED,AMOLED,6.65,108.6,80.5,1080 x 2340,1080.0,2340.0,388.0,5:9
10284,AMOLED,AMOLED,6.47,102.8,87.9,1080 x 2340,1080.0,2340.0,398.0,5:9
10139,AMOLED,AMOLED,6.47,102.8,87.9,1080 x 2340,1080.0,2340.0,398.0,5:9
11705,TFT,TFT LCD,2.8,24.3,39.8,240 x 320,240.0,320.0,143.0,4:3
10070,IPS,IPS LCD,6.0,92.9,76.0,1080 x 2160,1080.0,2160.0,402.0,18:9
9955,IPS,IPS LCD,6.09,91.0,79.7,720 x 1560,720.0,1560.0,282.0,5:9
9954,IPS,IPS LCD,6.3,99.1,83.4,1080 x 2280,1080.0,2280.0,400.0,19:9
9921,IPS,IPS LCD,6.49,103.4,82.9,720 x 1560,720.0,1560.0,265.0,5:9
9839,AMOLED,AMOLED,6.65,108.6,80.5,1080 x 2340,1080.0,2340.0,388.0,5:9
9780,AMOLED,AMOLED,6.42,101.2,84.7,1080 x 2340,1080.0,2340.0,401.0,5:9
9712,IPS,IPS LCD,5.45,76.7,75.1,720 x 1440,720.0,1440.0,295.0,18:9
9713,IPS,IPS LCD,5.0,64.5,69.6,480 x 960,480.0,960.0,215.0,18:9
9714,IPS,IPS LCD,5.0,64.5,69.6,480 x 960,480.0,960.0,215.0,18:9
9692,AMOLED,AMOLED,6.65,108.6,80.5,1080 x 2340,1080.0,2340.0,388.0,5:9
9610,AMOLED,AMOLED,6.47,102.8,87.9,1080 x 2340,1080.0,2340.0,398.0,5:9
9695,AMOLED,AMOLED,6.47,102.8,87.9,1080 x 2340,1080.0,2340.0,398.0,5:9
9433,IPS,IPS LCD,6.0,92.9,78.3,1080 x 2160,1080.0,2160.0,402.0,18:9
9347,IPS,IPS LCD,6.26,97.8,86.6,1080 x 2280,1080.0,2280.0,403.0,19:9
9171,IPS,IPS LCD,5.99,92.6,85.8,1080 x 2160,1080.0,2160.0,403.0,18:9
9174,IPS,IPS LCD,6.0,92.9,78.5,1080 x 2160,1080.0,2160.0,402.0,18:9
9701,IPS,IPS LCD,5.45,76.7,75.0,720 x 1440,720.0,1440.0,295.0,18:9
9697,IPS,IPS LCD,6.09,91.0,81.2,720 x 1560,720.0,1560.0,282.0,5:9
9161,IPS,IPS LCD,5.7,83.8,80.2,1080 x 2160,1080.0,2160.0,424.0,18:9
9133,IPS,IPS LCD,6.01,93.2,77.8,1080 x 2160,1080.0,2160.0,402.0,18:9
9110,IPS,IPS LCD,6.01,92.8,77.3,1080 x 2160,1080.0,2160.0,403.0,18:9
9088,IPS,IPS LCD,5.45,76.7,76.0,720 x 1440,720.0,1440.0,295.0,18:9
8971,IPS,Super IPS LCD,5.7,83.8,78.4,1080 x 2160,1080.0,2160.0,424.0,18:9
9038,IPS,IPS LCD,5.5,83.4,72.2,720 x 1280,720.0,1280.0,267.0,16:9
8970,IPS,IPS LCD,5.2,74.5,71.4,720 x 1280,720.0,1280.0,282.0,16:9
9033,IPS,IPS LCD,5.0,68.9,64.9,480 x 854,480.0,854.0,196.0,16:9
8913,IPS,IPS LCD,5.5,83.4,69.0,720 x 1280,720.0,1280.0,267.0,16:9
8902,IPS,Dual IPS LCD,5.2,73.8,68.3,1080 x 1920,1080.0,1920.0,426.0,16:9
8901,IPS,IPS LCD,5.73,87.6,81.7,1080 x 2040,1080.0,2040.0,403.0,17:9
8896,IPS,IPS LCD,5.2,74.5,71.0,1080 x 1920,1080.0,1920.0,424.0,16:9
8838,IPS,IPS LCD,5.5,83.4,75.1,1080 x 1920,1080.0,1920.0,401.0,16:9
8290,IPS,IPS LCD,6.0,99.2,70.6,1080 x 1920,1080.0,1920.0,367.0,16:9
8895,IPS,IPS LCD,5.5,83.4,68.5,720 x 1280,720.0,1280.0,267.0,16:9
8894,IPS,IPS LCD,5.0,68.9,65.9,480 x 854,480.0,854.0,196.0,16:9
8793,IPS,IPS LCD,5.0,68.9,66.8,720 x 1280,720.0,1280.0,294.0,16:9
8779,IPS,IPS LCD,8.0,185.6,69.1,800 x 1280,800.0,1280.0,189.0,16:10
8752,IPS,Super IPS LCD,5.2,74.5,70.4,1080 x 1920,1080.0,1920.0,424.0,16:9
8748,AMOLED,AMOLED,5.5,83.4,71.7,720 x 1280,720.0,1280.0,267.0,16:9
8746,AMOLED,AMOLED,5.5,83.4,71.1,1080 x 1920,1080.0,1920.0,401.0,16:9
8747,IPS,IPS LCD,5.5,83.4,69.8,720 x 1280,720.0,1280.0,267.0,16:9
8677,IPS,IPS LCD,5.5,82.6,74.7,1080 x 1920,1080.0,1920.0,403.0,16:9
8658,AMOLED,AMOLED,5.5,83.4,73.3,1440 x 2560,1440.0,2560.0,534.0,16:9
8660,IPS,IPS LCD,6.0,99.2,71.7,1080 x 1920,1080.0,1920.0,367.0,16:9
8615,IPS,IPS LCD,5.2,74.5,70.1,1080 x 1920,1080.0,1920.0,424.0,16:9
8609,IPS,IPS LCD,5.0,68.9,67.4,720 x 1280,720.0,1280.0,294.0,16:9
8607,IPS,IPS LCD,5.5,83.4,70.3,720 x 1280,720.0,1280.0,267.0,16:9
8600,IPS,IPS LCD,5.0,68.9,68.6,720 x 1280,720.0,1280.0,294.0,16:9
8601,IPS,IPS LCD,5.0,68.9,67.9,720 x 1280,720.0,1280.0,294.0,16:9
8562,IPS,IPS LCD,5.5,83.4,70.6,1080 x 1920,1080.0,1920.0,401.0,16:9
8504,IPS,IPS LCD,5.5,83.4,69.4,1080 x 1920,1080.0,1920.0,401.0,16:9
8501,IPS,IPS LCD,5.2,74.5,70.3,1080 x 1920,1080.0,1920.0,424.0,16:9
8401,IPS,IPS LCD,6.0,99.2,78.6,1080 x 1920,1080.0,1920.0,367.0,16:9
8638,IPS,IPS LCD,5.5,83.4,69.8,720 x 1280,720.0,1280.0,267.0,16:9
8387,IPS,IPS LCD,5.2,74.5,70.8,1080 x 1920,1080.0,1920.0,424.0,16:9
8232,AMOLED,AMOLED,5.2,74.9,71.5,1080 x 1920,1080.0,1920.0,423.0,16:9
8300,IPS,IPS LCD,5.5,83.4,71.2,720 x 1280,720.0,1280.0,267.0,16:9
8182,IPS,IPS LCD,5.5,83.4,73.7,1080 x 1920,1080.0,1920.0,401.0,16:9
8092,AMOLED,Super AMOLED,6.0,98.7,75.3,1080 x 1920,1080.0,1920.0,368.0,16:9
8067,AMOLED,AMOLED,5.5,82.2,72.2,1440 x 2560,1440.0,2560.0,538.0,16:9
8091,IPS,IPS LCD,5.5,82.6,75.2,1080 x 1920,1080.0,1920.0,403.0,16:9
8548,TFT,TFT,4.0,45.5,56.6,480 x 800,480.0,800.0,233.0,5:3
8044,IPS,IPS LCD,5.0,68.9,69.6,1080 x 1920,1080.0,1920.0,441.0,16:9
8063,IPS,IPS LCD,5.0,68.9,66.9,720 x 1280,720.0,1280.0,294.0,16:9
7963,IPS,IPS LCD,5.5,83.4,69.6,1080 x 1920,1080.0,1920.0,401.0,16:9
8293,IPS,IPS LCD,5.2,74.5,63.4,720 x 1280,720.0,1280.0,282.0,16:9
7943,IPS,IPS LCD,5.2,74.5,70.4,1080 x 1920,1080.0,1920.0,424.0,16:9
9152,AMOLED,AMOLED,5.5,83.4,68.5,720 x 1280,720.0,1280.0,267.0,16:9
